Datum;Erster;Hoch;Tief;Schlusskurs
26.11.2018;59,9795;61,1377;59,5562;60,6168
23.11.2018;61,8359;62,2581;58,4267;59,1437
22.11.2018;62,8368;63,83;62,4757;62,5357
21.11.2018;63,4688;64,4803;62,6964;63,341
20.11.2018;66,4104;66,7622;61,73;62,3631
19.11.2018;67,2424;67,4473;65,3165;66,6098
16.11.2018;67,6261;68,3865;66,1626;66,8953
15.11.2018;66,2838;67,4033;65,7473;66,7764
14.11.2018;65,4903;67,6065;65,2531;66,4334
13.11.2018;69,5098;69,5922;65,1315;65,1566
12.11.2018;71,7489;71,8692;70,182;70,3984
09.11.2018;69,631;70,4197;69,2293;70,2448
08.11.2018;72,3522;73,1034;70,5925;71,0504
07.11.2018;71,8417;73,5377;71,3374;72,1257
06.11.2018;72,7563;73,2571;71,1967;72,0662
05.11.2018;72,5614;74,1183;72,2568;73,4371
02.11.2018;72,7853;73,3048;72,4042;72,8255
01.11.2018;74,5325;74,975;72,5837;72,746
31.10.2018;76,742;76,9197;75,3525;75,4314
30.10.2018;77,0266;77,3178;75,1068;76,072
29.10.2018;76,8833;77,8108;76,7902;77,0925
26.10.2018;76,1528;77,8692;75,7431;77,7851
25.10.2018;75,7857;76,9162;75,5028;76,8618
24.10.2018;76,3706;77,5574;75,1548;76,6711
23.10.2018;79,4631;79,479;75,8525;76,2618
22.10.2018;80,3048;80,4017;79,0452;79,9442
19.10.2018;79,8924;80,8542;79,5082;79,6056
18.10.2018;79,8895;80,035;78,6766;79,3219
17.10.2018;81,5838;81,872;79,1658;79,9879
16.10.2018;80,5688;81,771;79,7988;81,6485
15.10.2018;81,1167;81,4784;79,8445;80,638
12.10.2018;81,3372;81,4841;79,2312;80,0697
11.10.2018;82,1097;82,4311;80,5014;80,5541
10.10.2018;84,9222;85,1327;82,9783;83,3129
09.10.2018;84,5;85,435;83,8385;85,0654
08.10.2018;83,1849;83,9784;82,6279;83,7424
05.10.2018;84,8925;85,0858;84,0595;84,4498
04.10.2018;86,2114;86,4367;84,1359;84,4461
03.10.2018;84,9547;86,7394;84,0072;85,9889
02.10.2018;85,0937;85,38;84,3167;84,6035
01.10.2018;82,8483;84,7731;82,5346;84,6367
28.09.2018;81,7559;82,9015;81,6529;82,6423
27.09.2018;82,273;82,4443;81,3064;81,6824
26.09.2018;82,0038;82,2163;81,0935;81,2337
25.09.2018;81,5322;82,5163;81,4413;81,717
24.09.2018;80,4192;80,9323;80,2525;80,4126
21.09.2018;78,8408;80,0681;78,2283;78,7257
20.09.2018;79,6697;79,8052;78,4789;78,6147
19.09.2018;79,2334;79,4644;78,4726;79,3909
18.09.2018;77,5672;79,6869;77,4923;78,853
17.09.2018;78,3665;78,9106;77,7096;77,8756
14.09.2018;78,2996;78,9115;77,3473;78,1166
13.09.2018;79,3561;79,5897;77,8653;78,2915
12.09.2018;79,2681;80,0958;78,7228;79,7321
11.09.2018;77,7378;79,3003;77,5585;79,1643
10.09.2018;77,4677;77,9228;76,8695;77,3803
07.09.2018;76,492;77,0898;75,8462;77,0184
06.09.2018;77,2735;77,7907;75,6075;76,6409
05.09.2018;77,5789;77,854;76,9637;77,2815
04.09.2018;78,2195;79,7408;77,842;78,3534
03.09.2018;77,8901;78,4469;77,8089;78,0355
31.08.2018;77,5132;77,8041;76,99;77,4319
30.08.2018;77,3627;78,0779;77,2232;77,7272
29.08.2018;75,7243;77,4134;75,6425;77,3682
28.08.2018;76,312;76,9589;75,7035;75,9958
27.08.2018;75,6654;76,3565;75,3778;76,3149
24.08.2018;75,1285;76,4018;75,1036;75,5998
23.08.2018;74,5464;74,8499;74,1806;74,7809
22.08.2018;73,0288;75,0287;72,9441;74,6957
21.08.2018;72,1166;72,9503;72,0443;72,6168
20.08.2018;71,8709;72,7608;71,7413;72,167
17.08.2018;71,4866;72,5052;71,3885;71,7345
16.08.2018;71,028;71,4867;70,5581;71,2448
15.08.2018;72,2943;72,3781;70,2934;70,9441
14.08.2018;72,9913;73,9411;72,2434;72,6192
13.08.2018;72,5361;73,116;71,014;72,3206
10.08.2018;71,6322;73,1648;71,3706;72,9447
09.08.2018;72,1717;72,8952;71,8476;71,9529
08.08.2018;74,5682;74,8451;71,6647;72,2088
07.08.2018;74,1849;74,908;74,028;74,5696
06.08.2018;73,4101;74,4559;73,3444;73,6628
03.08.2018;73,4549;73,7557;72,4475;73,3349
02.08.2018;72,8362;73,7458;71,8115;73,3656
01.08.2018;74,0087;74,0133;72,3081;72,5503
31.07.2018;74,6529;75,1251;74,1077;74,2014
30.07.2018;74,4265;75,2835;74,281;74,8196
27.07.2018;74,4541;74,8623;73,8266;74,0987
26.07.2018;74,3852;74,8176;73,7357;74,6344
25.07.2018;74,0867;74,3188;73,0474;73,8751
24.07.2018;73,0667;74,022;72,7333;73,5
23.07.2018;72,9524;74,4118;72,5041;72,9806
20.07.2018;72,8078;73,4782;72,3081;73,1544
19.07.2018;72,7542;73,7824;71,838;72,3363
18.07.2018;71,6628;73,2768;71,1931;73,0203
17.07.2018;71,5663;72,6579;71,5323;71,9335
16.07.2018;74,81;75,3748;71,5162;71,8941
13.07.2018;74,1483;75,9353;73,1944;74,9898
12.07.2018;74,3194;75,0751;72,8918;74,2542
11.07.2018;78,2568;78,3265;74,3357;74,4314
10.07.2018;78,5875;79,5269;78,4205;78,9227
09.07.2018;77,5793;78,2987;77,3857;78,2537
06.07.2018;77,2529;77,3859;76,3367;77,1096
05.07.2018;78;78,4464;77,3001;77,6288
04.07.2018;78,0053;78,2993;77,5847;78,172
03.07.2018;77,8446;78,4842;76,671;77,6045
02.07.2018;78,5427;78,9407;77,142;77,2496
29.06.2018;77,7917;79,6954;77,652;79,3753
28.06.2018;77,3748;78,3842;77,2776;77,5809
27.06.2018;76,7525;78,1676;76,2946;77,2357
26.06.2018;74,8696;76,6194;74,0929;76,3113
25.06.2018;74,5654;75,0713;73,7948;74,8763
22.06.2018;73,9493;75,2166;73,6779;75,1378
21.06.2018;74,0151;74,2189;72,8964;73,0159
20.06.2018;75,4375;75,8697;74,0714;74,3665
19.06.2018;74,5977;75,5393;74,4294;75,1271
18.06.2018;73,072;75,4735;72,9314;75,2843
15.06.2018;75,8347;75,8376;73,0822;73,1881
14.06.2018;76,374;76,9161;75,734;75,9503
13.06.2018;75,3361;76,8856;75,2354;76,6273
12.06.2018;76,7938;77,0943;75,6433;75,7547
11.06.2018;76,0251;76,8147;75,5449;76,3557
08.06.2018;76,8258;77,0829;76,1447;76,4068
07.06.2018;75,7956;77,3891;75,4954;77,2693
06.06.2018;75,987;76,13;74,5016;75,828
05.06.2018;75,5129;75,759;73,7919;75,2226
04.06.2018;76,7604;76,9806;75,1732;75,3157
01.06.2018;77,7198;77,9735;76,3152;76,5613
31.05.2018;77,1929;78,6878;76,9939;77,4897
30.05.2018;75,3214;77,7489;75,1583;77,6944
29.05.2018;75,4334;76,1974;74,5016;75,3521
28.05.2018;75,4917;75,6524;74,8804;75,2683
25.05.2018;78,4275;78,511;75,9876;76,0467
24.05.2018;79,4082;79,5729;78,5437;78,7157
23.05.2018;79,0378;79,8375;78,2128;79,6638
22.05.2018;79,643;80,4873;79,1367;79,3978
21.05.2018;78,9301;79,5255;78,0702;79,411
18.05.2018;79,4624;79,8436;78,3014;78,6017
17.05.2018;79,4056;80,5102;79,1089;79,3552
16.05.2018;78,181;79,3457;77,6199;79,2808
15.05.2018;78,1969;79,4372;77,8585;78,2062
14.05.2018;76,7189;78,4432;76,5213;78,3667
11.05.2018;77,2819;77,5739;76,9246;76,9726
10.05.2018;77,7297;77,9048;76,508;77,3966
09.05.2018;76,6722;77,4018;76,5182;77,1981
08.05.2018;75,5657;76,1797;73,1475;75,6455
07.05.2018;75,5092;76,3202;75,0363;75,3252
04.05.2018;73,5298;75,0683;73,2159;74,9141
03.05.2018;73,3305;74,0786;72,4735;73,7374
02.05.2018;73,4043;73,617;72,3699;73,0905
01.05.2018;74,2849;74,3242;73,9116;74,1383
30.04.2018;74,1236;75,4245;73,4054;75,1993
27.04.2018;74,411;75,0141;74,3608;74,4643
26.04.2018;74,3586;74,9812;74,0891;74,7787
25.04.2018;73,8962;74,2021;73,1891;73,9261
24.04.2018;75,0858;75,4797;73,6953;73,9284
23.04.2018;73,9581;75,1071;73,1171;75,0391
20.04.2018;73,7496;74,1748;72,847;73,7395
19.04.2018;73,8533;74,7445;73,4735;73,6835
18.04.2018;72,1558;73,9089;71,9532;73,8446
17.04.2018;71,7023;71,9093;70,8101;71,5419
16.04.2018;71,4542;72,2437;71,1044;71,5372
13.04.2018;71,8225;72,8667;71,5875;72,4562
12.04.2018;71,7983;72,3138;71,0839;71,7924
11.04.2018;70,6844;72,9953;70,586;71,9628
10.04.2018;69,6003;71,3374;69,3684;71,1731
09.04.2018;67,3757;68,8028;67,2465;68,5491
06.04.2018;67,8481;68,6334;66,8353;67,025
05.04.2018;68,3092;68,9104;67,702;68,41
04.04.2018;67,8563;68,2789;66,6905;68,2502
03.04.2018;68,134;68,3713;67,5839;68,1303
29.03.2018;69,7737;70,4138;69,0798;70,1946
28.03.2018;69,7635;70,2104;68,7655;69,8224
27.03.2018;70,1747;71,0293;69,4949;69,6399
26.03.2018;70,1604;70,6115;69,6689;70,075
23.03.2018;69,3043;70,5772;68,8654;70,2632
22.03.2018;69,2911;69,4649;68,5544;68,8564
21.03.2018;67,5493;69,8924;67,4626;69,7441
20.03.2018;66,5355;67,8663;66,374;67,5482
19.03.2018;65,9025;66,3473;65,673;66,1138
16.03.2018;65,1513;66,4309;64,8685;66,1222
15.03.2018;64,8651;65,3834;64,5718;65,0607
14.03.2018;64,5986;65,22;64,0407;64,8068
13.03.2018;64,8505;65,6477;64,0362;64,7287
12.03.2018;65,3608;65,4987;64,183;65,0003
09.03.2018;63,8231;65,6448;63,6929;65,5314
08.03.2018;64,3753;64,5259;63,4272;63,91
07.03.2018;65,2258;65,7653;63,8125;64,5688
06.03.2018;65,7101;66,1571;65,2648;65,7564
05.03.2018;64,5951;65,899;64,1072;65,5612
02.03.2018;63,8499;64,6086;63,1901;64,5432
01.03.2018;64,973;64,9884;63,1709;64,276
28.02.2018;66,4205;66,8743;65,4288;65,7138
27.02.2018;67,3693;67,5468;66,3905;66,495
26.02.2018;67,3019;67,8961;66,7223;67,5804
23.02.2018;66,235;67,3743;65,7722;67,2654
22.02.2018;64,8218;66,5877;64,7542;66,2519
21.02.2018;64,9452;65,5215;64,828;64,8986
20.02.2018;65,4716;65,8191;64,7565;65,1002
19.02.2018;65,1928;65,9018;64,9791;65,6211
16.02.2018;64,5887;65,2069;64,1642;64,8674
15.02.2018;64,8772;64,8772;63,1033;64,0433
14.02.2018;62,6329;64,5968;61,9367;64,3066
13.02.2018;63,0243;63,0964;61,7783;62,7962
12.02.2018;63,4531;64,3568;62,5518;62,6643
09.02.2018;64,4048;64,6442;61,7487;62,7191
08.02.2018;65,3612;65,5519;64,0919;64,1673
07.02.2018;67,2028;67,6957;65,6206;65,6806
06.02.2018;67,3059;67,5575;66,503;66,916
05.02.2018;68,1985;68,4629;67,1851;67,3872
02.02.2018;69,9111;70,005;67,9581;68,3464
01.02.2018;68,851;69,9869;68,7774;69,7967
31.01.2018;68,7448;69,1812;68,4134;69,0037
30.01.2018;69,0427;69,396;68,3694;68,8366
29.01.2018;70,4223;70,4534;69,1052;69,3491
26.01.2018;70,2113;70,8252;70,0199;70,3513
25.01.2018;71,0406;71,2644;69,9638;70,1008
24.01.2018;69,6849;70,959;69,5321;70,8283
23.01.2018;69,3188;70,2297;69,0915;70,1446
22.01.2018;68,8166;69,4963;68,373;69,2018
19.01.2018;68,6269;69,0981;68,2517;68,7544
18.01.2018;69,3621;69,5162;68,7759;69,1882
17.01.2018;69,1551;69,5617;68,5152;69,2582
16.01.2018;69,975;70,0312;68,8782;69,2447
15.01.2018;69,8327;70,3513;69,5254;70,2768
12.01.2018;68,9987;69,9387;68,7037;69,7672
11.01.2018;69,0731;70,0237;69,0378;69,1727
10.01.2018;69,0906;69,3972;68,7552;69,1004
09.01.2018;68,2134;69,0986;67,6574;68,777
08.01.2018;67,6526;68,0146;67,4358;67,8919
05.01.2018;67,7977;67,925;67,2514;67,8022
04.01.2018;68,1754;68,1754;67,6012;67,9347
03.01.2018;66,4941;67,9369;66,3789;67,871
02.01.2018;66,9662;67,1038;66,2161;66,5405
29.12.2017;66,5268;66,9931;66,1927;66,6419
28.12.2017;66,605;66,8102;66,2008;66,5166
27.12.2017;66,8345;66,9007;66,0137;66,412
22.12.2017;64,7752;65,2844;64,3545;64,9904
21.12.2017;64,4415;64,9552;64,1857;64,7748
20.12.2017;63,9747;64,625;63,64;64,595
19.12.2017;63,536;63,8541;63,4102;63,7618
18.12.2017;63,6559;63,9242;62,9961;63,3718
15.12.2017;63,4258;63,7057;63,0789;63,1964
14.12.2017;62,8728;63,4389;61,9968;63,4099
13.12.2017;63,9875;64,327;62,3327;62,5529
12.12.2017;65,3174;65,8684;63,0638;63,5598
11.12.2017;63,3596;64,9425;62,9864;64,6965
08.12.2017;62,3107;63,6379;62,2193;63,3666
07.12.2017;61,3024;62,2651;61,2574;62,1305
06.12.2017;62,7907;62,9474;61,0956;61,2588
05.12.2017;62,2135;63,1616;62,1381;62,9107
04.12.2017;63,3245;63,5561;62,2859;62,4001
01.12.2017;63,0809;64,3309;62,8613;63,6251
30.11.2017;63,387;64,2248;63,216;63,5137
29.11.2017;63,2879;64,0256;62,4728;63,3119
28.11.2017;63,7733;63,9392;63,0691;63,4853
27.11.2017;63,7122;63,9852;63,1017;63,8105
24.11.2017;63,4303;63,9377;63,2706;63,712
23.11.2017;62,9838;63,5997;62,8696;63,427
22.11.2017;63,2865;63,4197;62,6044;63,2745
21.11.2017;62,3889;62,8437;62,0542;62,6017
20.11.2017;62,4436;62,6937;61,4669;62,1715
17.11.2017;61,3741;62,92;61,2741;62,6661
16.11.2017;62,1342;62,1789;61,2402;61,3748
15.11.2017;61,5838;62,1669;61,3334;61,8273
14.11.2017;62,8553;63,1651;61,3515;61,8464
13.11.2017;63,4597;63,7038;62,5821;63,1016
10.11.2017;63,7543;64,2753;63,3185;63,6048
09.11.2017;63,5669;64,2242;63,2438;63,8054
08.11.2017;63,3884;64,6036;62,9852;63,4613
07.11.2017;64,2832;64,6344;63,5264;63,7524
06.11.2017;62,657;64,445;62,2079;64,2586
03.11.2017;60,8821;62,2541;60,5749;62,1462
02.11.2017;60,5538;60,8591;60,014;60,7572
01.11.2017;61,2744;61,7305;59,9678;60,4387
31.10.2017;60,7121;61,4095;60,493;61,3243
30.10.2017;60,7204;61,0036;60,1205;60,8212
27.10.2017;59,3539;60,5343;58,8128;60,4397
26.10.2017;58,3753;59,4142;58,0419;59,3973
25.10.2017;58,3563;58,7545;57,8427;58,4576
24.10.2017;57,484;58,3887;57,006;58,3707
23.10.2017;57,8121;58,0484;57,2584;57,3834
20.10.2017;57,1059;57,8888;56,5747;57,8558
19.10.2017;58,0681;58,1444;57,0154;57,2233
18.10.2017;58,2161;58,5514;57,7388;58,145
17.10.2017;57,7277;58,3381;57,1417;58,1119
16.10.2017;57,828;58,4866;57,5047;57,8369
13.10.2017;57,1585;57,588;56,6354;56,8494
12.10.2017;56,5551;56,8473;55,8496;56,2941
11.10.2017;56,6078;57,0896;56,0988;56,826
10.10.2017;55,8576;56,9329;55,8108;56,5793
09.10.2017;55,7018;55,9784;55,0761;55,6107
06.10.2017;56,8798;57,2773;55,113;55,6061
05.10.2017;55,8859;57,2182;55,8326;57,0015
04.10.2017;55,7519;56,1974;55,3653;55,7266
02.10.2017;56,5762;56,729;55,4816;56,0532
29.09.2017;57,383;57,8005;57,1147;57,4971
28.09.2017;57,5401;58,6309;56,8609;57,6044
27.09.2017;58,612;58,6435;57,5261;57,6682
26.09.2017;58,6634;58,8818;57,7567;58,4376
25.09.2017;56,7552;59,0738;56,677;59,006
22.09.2017;56,5501;56,9067;56,202;56,7434
21.09.2017;56,0999;56,5043;55,7447;56,374
20.09.2017;55,4547;56,4815;55,22;56,2671
19.09.2017;55,5838;55,8928;54,8636;55,1768
18.09.2017;55,864;55,9424;54,7859;55,4931
15.09.2017;55,2197;55,8733;54,8423;55,526
14.09.2017;54,9893;55,9699;54,9685;55,2085
13.09.2017;54,0913;55,2172;54,0108;55,1733
12.09.2017;53,7592;54,4223;53,4259;54,3428
11.09.2017;54,0702;54,0702;53,0336;53,7654
08.09.2017;54,7585;54,8705;53,5607;53,6433
07.09.2017;54,0222;54,6755;53,8799;54,5011
06.09.2017;53,441;54,299;53,3888;54,2206
05.09.2017;52,1702;53,6625;52,1393;53,1371
04.09.2017;52,3718;52,8078;51,9587;52,2129
01.09.2017;52,6358;52,9478;52,2086;52,7584
31.08.2017;50,7081;52,4368;50,515;52,2769
30.08.2017;51,9484;52,042;50,6785;50,7065
29.08.2017;51,854;52,0925;51,3683;51,9084
28.08.2017;52,4835;52,7727;51,5089;51,984
25.08.2017;52,4712;52,687;51,8965;52,2914
24.08.2017;52,5258;52,6802;51,5929;52,2249
23.08.2017;51,6951;52,6281;51,4306;52,5679
22.08.2017;51,9216;52,2675;51,3579;51,9023
21.08.2017;52,6095;52,8041;51,3094;51,6225
18.08.2017;51,1366;52,9891;50,7638;52,8563
17.08.2017;50,3979;51,1264;49,9878;50,9097
16.08.2017;51,0947;51,3063;50,1297;50,3007
15.08.2017;50,814;50,9858;50,019;50,8256
14.08.2017;51,8915;52,3508;50,5513;50,644
11.08.2017;51,6169;51,8956;51,281;51,601
10.08.2017;53,0003;53,6419;51,6538;51,7255
09.08.2017;51,9165;52,7726;51,8522;52,7221
08.08.2017;52,256;52,7267;51,7895;51,9891
07.08.2017;52,1012;52,3874;51,3729;52,2293
04.08.2017;51,8275;52,5503;51,4042;52,3027
03.08.2017;52,077;52,8662;51,7522;51,9627
02.08.2017;51,4324;52,4137;51,198;52,2641
01.08.2017;52,8194;52,9618;50,8541;51,8289
31.07.2017;52,8389;52,8614;52,1723;52,6139
28.07.2017;51,4885;52,6968;51,3904;52,5433
27.07.2017;50,9276;51,6651;50,4771;51,5879
26.07.2017;50,6574;51,0468;50,0724;50,9549
25.07.2017;48,8441;50,2714;48,6983;50,2061
24.07.2017;47,9832;48,7573;47,6607;48,6578
21.07.2017;49,3862;49,6785;47,8044;47,9649
20.07.2017;49,6308;50,1789;49,1453;49,2205
19.07.2017;48,633;49,8033;48,5655;49,639
18.07.2017;48,3436;49,4214;48,2386;48,8834
17.07.2017;48,9747;49,2559;48,3473;48,3726
14.07.2017;48,4872;49,07;48,136;49,0166
13.07.2017;47,687;48,5288;47,1518;48,4465
12.07.2017;48,2098;48,6528;47,3425;47,6486
11.07.2017;47,1596;47,8035;46,2878;47,5542
10.07.2017;46,7688;47,3808;46,0918;46,8916
07.07.2017;47,5621;47,6241;46,2988;46,7705
06.07.2017;48,3264;49,1671;47,7875;47,8371
05.07.2017;49,5794;49,8026;47,5763;47,6918
04.07.2017;49,4862;49,9278;49,3291;49,7078
03.07.2017;48,8799;49,736;48,5207;49,5531
30.06.2017;47,5625;48,1353;47,4696;47,8907
29.06.2017;47,7936;48,0008;47,1482;47,3303
28.06.2017;46,414;47,4249;46,2413;47,3426
27.06.2017;46,1527;47,0689;46,048;46,6613
26.06.2017;46,012;46,2296;45,0495;45,9675
23.06.2017;45,223;45,7403;45,0161;45,6366
22.06.2017;44,6359;45,7722;44,5449;45,2064
21.06.2017;45,6495;46,5286;44,3737;44,6176
20.06.2017;47,1092;47,2238;45,4539;45,9851
19.06.2017;47,2344;47,7793;46,779;46,9483
16.06.2017;47,098;47,6156;47,0353;47,3073
15.06.2017;46,9325;47,2111;46,6649;46,8563
14.06.2017;48,3733;48,6728;46,8012;47,0366
13.06.2017;48,4298;48,8363;47,858;48,7245
12.06.2017;48,1217;49,1327;48,0726;48,2726
09.06.2017;47,7386;48,5337;47,4064;48,1973
08.06.2017;48,5255;48,5968;47,5726;47,8772
07.06.2017;49,9662;50,0423;47,9707;48,1192
06.06.2017;49,557;49,9327;49,0629;49,7718
05.06.2017;50,1846;50,3547;49,0336;49,5005
02.06.2017;49,8867;50,3562;48,9354;50,0684
01.06.2017;51,3509;51,462;50,2825;50,2901
31.05.2017;51,3785;51,4695;49,7651;50,2817
30.05.2017;51,977;52,068;51,1647;51,7819
29.05.2017;52,184;52,6143;51,8487;52,2267
26.05.2017;51,8909;52,237;50,6719;52,137
25.05.2017;54,3755;54,6682;51,0084;51,234
24.05.2017;54,2225;54,6218;53,7116;53,9464
23.05.2017;53,4706;54,2505;53,1975;54,1761
22.05.2017;53,9437;54,3783;53,6619;53,7681
19.05.2017;52,9651;53,7422;52,8454;53,426
18.05.2017;52,0774;52,7535;51,1111;52,4913
17.05.2017;51,3301;52,5992;51,2395;52,0998
16.05.2017;51,8447;52,3602;51,4848;51,588
15.05.2017;51,7667;52,6113;51,6791;51,8931
12.05.2017;50,9505;51,0871;50,3374;50,8728
11.05.2017;50,6131;51,163;50,4587;50,7003
10.05.2017;48,9304;50,643;48,8887;50,2263
09.05.2017;49,3533;49,741;48,3834;48,7641
08.05.2017;49,4817;49,5783;48,4814;49,0127
05.05.2017;47,6983;49,6351;47,3845;49,2542
04.05.2017;50,4709;50,5807;48,1521;48,2778
03.05.2017;50,8475;51,1403;50,2073;50,7251
02.05.2017;51,5768;52,1746;50,1653;50,488
28.04.2017;51,782;51,9894;51,2839;51,694
27.04.2017;51,6047;51,7541;50,449;51,6165
26.04.2017;51,9117;52,4428;51,4321;51,5116
25.04.2017;51,8023;52,4073;51,3031;52,2583
24.04.2017;52,289;52,5983;51,4419;51,5019
21.04.2017;53,0546;53,3043;51,5365;51,893
20.04.2017;53,2905;53,5547;52,6735;52,9175
19.04.2017;54,7917;55,1992;52,5429;52,9868
18.04.2017;55,3813;55,4763;54,6025;55,0367
13.04.2017;55,8418;56,0753;55,5419;55,6938
12.04.2017;56,4259;56,6683;55,4941;55,6521
11.04.2017;55,7815;56,2762;55,4683;56,0613
10.04.2017;55,5768;56,0173;55,4814;55,949
07.04.2017;55,5032;55,8735;54,6397;55,1291
06.04.2017;54,3136;55,0229;54,1306;54,8499
05.04.2017;54,5575;55,1015;54,0058;54,0726
04.04.2017;52,9187;54,2778;52,7224;54,1287
03.04.2017;53,5407;53,7488;53,0239;53,1017
31.03.2017;52,8386;52,983;52,3707;52,6981
30.03.2017;52,4385;53,1062;51,992;52,8893
29.03.2017;51,6286;52,4653;51,3564;52,2895
28.03.2017;50,9934;51,898;50,9232;51,2857
27.03.2017;50,4282;50,8594;50,0203;50,7906
24.03.2017;50,6319;51,0013;50,4018;50,8764
23.03.2017;50,7972;51,1008;50,2179;50,5032
22.03.2017;50,6601;50,9701;49,746;50,7138
21.03.2017;52,0035;52,2129;50,7469;50,8153
20.03.2017;51,5171;51,9141;51,0046;51,6347
17.03.2017;51,6598;52,1084;51,5982;51,7031
16.03.2017;52,5148;52,6168;51,4872;51,6769
15.03.2017;51,6956;52,0771;51,3453;51,9742
14.03.2017;51,3388;51,8499;50,2141;51,0534
13.03.2017;51,2848;51,6923;50,8885;51,4188
10.03.2017;52,301;53,0025;51,1579;51,3969
09.03.2017;53,7675;53,8346;51,5061;52,5871
08.03.2017;55,609;55,7723;54,4949;54,5167
07.03.2017;55,955;56,6347;55,8254;55,9087
06.03.2017;55,5226;56,2445;55,3962;55,9836
03.03.2017;55,2641;55,8662;55,0794;55,6953
02.03.2017;56,2876;56,4623;54,9974;55,1585
01.03.2017;56,4573;57,0187;56,2637;56,3307
28.02.2017;55,8088;56,0323;55,1808;55,5822
27.02.2017;56,4323;56,784;55,8773;55,9515
24.02.2017;56,4081;56,4081;55,7266;56,0221
23.02.2017;56,4455;57,2524;56,3363;56,4508
22.02.2017;56,5576;56,6381;55,608;55,8501
21.02.2017;56,5596;57,3132;56,4696;56,6498
20.02.2017;56,0635;56,4463;55,9896;56,1158
17.02.2017;55,784;55,85;55,0801;55,7156
16.02.2017;55,677;56,2666;55,119;55,6318
15.02.2017;55,7716;56,2487;55,5297;55,7115
14.02.2017;55,6303;56,4587;55,5589;55,9031
13.02.2017;56,4387;56,6214;55,397;55,5836
10.02.2017;55,7138;56,8881;55,5626;56,6641
09.02.2017;55,5102;55,9201;55,3228;55,6254
08.02.2017;54,5787;55,6987;54,4755;55,1811
07.02.2017;55,4969;55,6806;54,7086;55,1163
06.02.2017;56,8414;56,9833;55,6131;55,8514
03.02.2017;56,9428;57,2716;56,3775;56,8316
02.02.2017;56,877;57,4276;56,3288;56,8081
01.02.2017;55,526;56,8428;55,3329;56,537
31.01.2017;55,1123;55,9976;54,8787;55,651
30.01.2017;55,421;55,6876;54,9442;55,2416
27.01.2017;56,3432;56,5032;54,8889;55,4257
26.01.2017;55,4717;56,5492;55,2152;56,2385
25.01.2017;55,0226;55,6619;54,7351;55,194
24.01.2017;55,5526;55,8672;55,066;55,2982
23.01.2017;55,4502;55,5391;54,6285;55,3544
20.01.2017;54,4458;55,8203;54,3219;55,4122
19.01.2017;54,6169;54,7704;53,871;54,2128
18.01.2017;55,6269;55,9089;53,7625;54,1573
17.01.2017;55,7431;56,9571;55,3985;55,4421
16.01.2017;55,2975;55,9175;55,1706;55,6703
13.01.2017;56,0155;56,0929;55,2425;55,5362
12.01.2017;55,2181;56,4483;55,1078;56,0388
11.01.2017;53,8125;55,6543;53,6897;55,187
10.01.2017;55,2982;55,3732;53,5827;53,6625
09.01.2017;56,617;56,7003;54,7484;54,8542
06.01.2017;56,6672;57,4966;56,2887;56,7849
05.01.2017;56,31;57,3683;56,0182;56,7658
04.01.2017;56,0171;56,5493;55,3613;56,2899
03.01.2017;57,0655;58,374;55,3088;55,6828
30.12.2016;57,1462;57,2128;56,5466;56,7884
29.12.2016;56,5013;56,5826;55,8782;56,0997
28.12.2016;56,3758;56,5716;55,8633;56,1759
27.12.2016;55,313;56,2666;55,0435;56,0363
23.12.2016;54,6026;55,2727;54,2313;55,0754
22.12.2016;54,656;55,2551;54,0349;54,7491
21.12.2016;55,7605;55,8848;54,2778;54,511
20.12.2016;54,9627;55,9464;54,84;55,3421
19.12.2016;55,6025;55,683;54,6774;54,6774
16.12.2016;54,2231;55,3584;53,6668;55,2398
15.12.2016;54,0676;54,5011;53,1184;54,1267
14.12.2016;55,1512;55,796;53,661;53,8155
13.12.2016;55,4824;56,422;55,1517;55,5886
12.12.2016;57,2229;57,2603;55,1295;55,2388
09.12.2016;53,9669;54,4553;53,802;54,334
08.12.2016;52,9896;53,9918;52,8892;53,9248
07.12.2016;53,6274;54,2286;52,9108;53,0183
06.12.2016;54,6453;54,9448;53,4896;53,9761
05.12.2016;54,4387;55,3024;54,1684;54,3079
02.12.2016;53,5731;54,4906;52,8063;54,2847
01.12.2016;52,1186;54,5317;51,5188;53,6661
30.11.2016;47,1912;50,4986;47,1029;50,4365
29.11.2016;47,7951;48,0265;45,9161;46,4189
28.11.2016;46,5116;48,7837;46,5116;48,0048
25.11.2016;48,5952;48,6723;46,9768;47,1239
24.11.2016;48,8285;49,2307;48,7765;49,0463
23.11.2016;49,2256;49,4703;48,521;49,0045
22.11.2016;49,0612;49,9547;48,1495;48,9767
21.11.2016;47,5982;49,1699;47,2879;49,0789
18.11.2016;45,875;46,9841;45,7395;46,8082
17.11.2016;46,5077;47,6147;46,0179;46,1563
16.11.2016;46,7118;47,5101;46,2336;46,4756
15.11.2016;45,278;47,2251;45,066;47,0652
14.11.2016;44,8772;44,9928;43,5324;44,7808
11.11.2016;45,6356;45,8303;44,226;44,6214
10.11.2016;46,7456;46,8665;45,5551;45,6492
09.11.2016;45,4179;46,9401;45,3415;46,682
08.11.2016;46,3066;46,6912;45,5809;45,7581
07.11.2016;46,1628;46,3858;45,376;46,3523
