Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
Deutschland,01/01/2019,8,4,6.7,-1.7,,0,0,0,37.8,273.08,63,9.2,67.3,80.62,Partially cloudy
Deutschland,01/02/2019,3.6,-1.9,2.1,-5.8,,0,0,0,32.7,322.63,63,9.9,32.5,61.69,Partially cloudy
Deutschland,01/03/2019,2,-2,-0.4,-6.4,,0,0,0,20.3,304.63,51.8,9.9,15.2,78.79,Clear
Deutschland,01/04/2019,5,-1.1,1.6,-4.5,,0,0,0,24.1,272.21,,7.8,81.3,93.32,Overcast
Deutschland,01/05/2019,8,2,6.2,0.4,,0,0,0,21.7,262.79,,8.5,75.1,88.48,Overcast
Deutschland,01/06/2019,3,0.7,2,-1.4,,0,0,0,11.6,313.79,,10,60.4,85.16,Partially cloudy
Deutschland,01/07/2019,5.9,-0.9,3.1,-0.3,,0,0,0,25.2,218.58,,7.1,71.1,94.75,Partially cloudy
Deutschland,01/08/2019,6,3,5,-1.7,,0,0,0,36.8,260.5,53.6,9.4,68.1,89.04,Partially cloudy
Deutschland,01/09/2019,3,1,2.1,-4.1,,0,0,0,23.8,333.38,46.4,9.7,80.1,90.34,Overcast
Deutschland,01/10/2019,2.1,0,1.2,-3.3,,0,0,0,17.3,332,35.3,9.9,84.2,81,Overcast
Deutschland,01/11/2019,5.9,0,2.3,-4.8,,0,0,0,23,252.5,,7,79.2,92.14,Overcast
Deutschland,01/12/2019,6,4,5,0,,0,0,0,29.5,268.21,,9.3,86.1,86.99,Overcast
Deutschland,01/13/2019,8,5,6.4,1,,0,0,0,32.6,264.08,59.4,8.9,69.9,89.73,Partially cloudy
Deutschland,01/14/2019,6,0.6,2.7,-5.2,,0,0,0,34.7,295.04,64.8,9.9,55.7,64.6,Partially cloudy
Deutschland,01/15/2019,6.5,1,3.8,-4.5,,0,0,0,37.3,270,59.4,9.7,74.9,83.26,Partially cloudy
Deutschland,01/16/2019,7,4.5,6.5,0.6,,0,0,0,33.7,239.5,,9.9,81.1,81.32,Overcast
Deutschland,01/17/2019,7,2.9,4.6,-2.3,,0,0,0,32.8,236.21,,10,65.1,77.34,Partially cloudy
Deutschland,01/18/2019,2,-1,0.5,-6,,0,0,0,26.9,275.29,,9.5,53.8,79.25,Partially cloudy
Deutschland,01/19/2019,3,-1.7,0.4,-3.8,,0,0,0,11.6,216.42,,10,48.9,79.91,Partially cloudy
Deutschland,01/20/2019,1,-5.3,-2.6,-7.5,,0,0,0,12.1,59.48,,9.2,33.3,86.76,Partially cloudy
Deutschland,01/21/2019,-1.1,-4,-3,-8.2,,0,0,0,15,223.7,,8.2,60.3,86.22,Partially cloudy
Deutschland,01/22/2019,0,-4.8,-2.8,-10,,0,0,0,18.1,155.17,,9.2,35.6,78.35,Partially cloudy
Deutschland,01/23/2019,-4,-7,-5.4,-13.8,,0,0,0,23,104.5,,6.8,79.3,80.91,Overcast
Deutschland,01/24/2019,-3,-4.9,-3.7,-10,,0,0,0,19.1,97.25,,9.9,90.6,72.28,Overcast
Deutschland,01/25/2019,-3,-4.1,-3.5,-8.9,,0,0,0,19.2,208.46,,9.5,75.7,75.11,Overcast
Deutschland,01/26/2019,3.4,-3,0.7,-7.8,,0,0,0,13.7,202.96,,6,86.8,93.41,Overcast
Deutschland,01/27/2019,6,2.9,4.4,-0.8,,0,0,0,17.8,181.88,,9.9,68.1,87.85,Partially cloudy
Deutschland,01/28/2019,5.5,1.9,3.5,-2,,0,0,0,19.4,212.67,,9.8,64.3,85.89,Partially cloudy
Deutschland,01/29/2019,3,-1,1.3,-6.1,,0,0,0,20.7,248.54,,9.6,57.8,88.15,Partially cloudy
Deutschland,01/30/2019,2.9,-2.1,0.2,-6.2,,0,0,0,28.8,114.88,,9.9,3.5,77.56,Clear
Deutschland,01/31/2019,4,-0.7,1,-5.3,,0,0,0,19.4,126.88,,10,28.4,75.4,Partially cloudy
