Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
Deutschland,06/01/2020,23.7,7.7,16.3,6.4,,0,0,0,17.7,26.04,,48.9,5,55.43,Clear
Deutschland,06/02/2020,26.8,8.7,18.8,7.7,26.3,0,0,0,20.5,241.75,,49.9,4.3,49.76,Clear
Deutschland,06/03/2020,24.5,10.8,18.3,,,0,0,0,11.1,80,,47.9,2.6,51.36,Clear
Deutschland,06/04/2020,23.7,11.9,17.5,,,7.82,0,0,19.6,130.83,,35.7,,62.08,Rain
Deutschland,06/05/2020,16.8,11.3,13.9,,,3.49,0,0,21.4,234.33,,26.7,,76.68,Rain
Deutschland,06/06/2020,17.4,8.2,13,5.8,,0.68,0,0,22.8,216.38,,45,5.2,66.04,Rain
Deutschland,06/07/2020,18.4,8.5,13.9,6.7,,0.12,0,0,13.4,186.92,,45.4,0,73.43,Rain
Deutschland,06/08/2020,20.8,9.1,15.8,8.6,,0.15,0,0,11.7,260.54,,39.1,10.3,61.77,Rain
Deutschland,06/09/2020,21.1,10.7,16.9,,,0,0,0,12.5,28.46,,42.5,13,60.46,Clear
Deutschland,06/10/2020,20.7,10.5,16.1,,,0,0,0,15.1,25.04,,39.1,,64.44,Clear
Deutschland,06/11/2020,20.3,14.1,16.6,,,4.25,0,0,9.8,107.79,,13.3,0,88.32,Rain
Deutschland,06/12/2020,26.2,13.9,19.8,,,0.01,0,0,12.4,43.63,,23.3,0,78.24,Rain
Deutschland,06/13/2020,29.3,17.8,21.2,,30.8,26.43,0,0,18.7,53.83,,22.5,4.3,82.81,Rain
Deutschland,06/14/2020,24.7,17.5,20.3,,,0.02,0,0,15.3,78.29,,21,1.4,75.32,Rain
Deutschland,06/15/2020,24.3,13.4,19.3,,,0,0,0,13.1,44.29,,49.8,4.7,60.04,Clear
Deutschland,06/16/2020,25.4,12.6,20,,,0,0,0,10.3,187.71,,47.3,3.5,60.33,Clear
Deutschland,06/17/2020,27.9,14.3,22,,27.2,0,0,0,11.6,58.63,,42.8,2.6,57.32,Clear
Deutschland,06/18/2020,23.9,17.3,20.2,,,4.1,0,0,14,154.58,,25.8,0,70.36,Rain
Deutschland,06/19/2020,18.8,15.4,17.1,,,1.96,0,0,14.1,296.04,,22.3,,88.37,Rain
Deutschland,06/20/2020,17.5,15.9,16.5,,,3.74,0,0,25.3,295.5,,31.2,,85.44,Rain
Deutschland,06/21/2020,21.6,14.2,17.5,,,2,0,0,18.1,315.67,,26.7,6.5,77.87,Rain
Deutschland,06/22/2020,24.7,12.2,19.1,,,0,0,0,21.3,285.83,,35.1,2.6,63.49,Clear
Deutschland,06/23/2020,23.8,11.6,18.3,,,0,0,0,16.9,276.17,,49.1,5.5,56.87,Clear
Deutschland,06/24/2020,24.6,11.7,19.2,,,0,0,0,13.8,66.92,,45.6,3.5,65.53,Clear
Deutschland,06/25/2020,26.9,18.3,22.1,,27,0.06,0,0,15.7,71.54,,39.8,2.2,64.28,Rain
Deutschland,06/26/2020,27.6,16.6,21.5,,27.8,4.46,0,0,13.3,100.63,,31.3,4,73.75,Rain
Deutschland,06/27/2020,30.3,16,23.2,,29.6,0.04,0,0,10.8,179.17,,34.1,3.7,66.24,Rain
Deutschland,06/28/2020,26.4,17.8,21.6,,,8.23,0,0,17.2,240,,46.2,6.5,74.55,Rain
Deutschland,06/29/2020,21.8,14,18.1,,,2.64,0,0,14.9,223.54,,38.8,1,69.69,Rain
Deutschland,06/30/2020,22.5,13.5,18,,,0,0,0,24.2,240.88,,49.8,6.5,58.15,Clear
Deutschland,06/01/2020,23.7,7.7,16.3,6.4,,0,0,0,17.7,26.04,,48.9,5,55.43,Clear
Deutschland,06/02/2020,26.8,8.7,18.8,7.7,26.3,0,0,0,20.5,241.75,,49.9,4.3,49.76,Clear
